rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1499216208635706860,,1,,1499216208,634429931,phone,,0,1,27.3856821,-82.5593173,-15.6000003815,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216213515328928,,2,,1499216213,513364076,phone,,0,1,27.385682,-82.5593172,-15.6000003815,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216218471260601,,3,,1499216218,469091892,phone,,0,1,27.385682,-82.5593172,-15.6000003815,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216223895278783,,4,,1499216223,893841981,phone,,0,1,27.385682,-82.5593172,-15.6000003815,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216228429387324,,5,,1499216228,427622079,phone,,0,1,27.3856819,-82.5593227,-15.3000001907,"[9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0]",1
1499216233540095428,,6,,1499216233,538757085,phone,,0,1,27.3856878,-82.5593298,-15.0,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216238585895325,,7,,1499216238,584549903,phone,,0,1,27.3857013,-82.5593346,-14.1999998093,"[16.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0]",1
1499216243520956137,,8,,1499216243,519649982,phone,,0,1,27.3857217,-82.5593441,-15.0,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216248465546201,,9,,1499216248,464126110,phone,,0,1,27.3857215,-82.5593495,-15.1000003815,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216253881636681,,10,,1499216253,880300045,phone,,0,1,27.3857199,-82.5593506,-15.1000003815,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216258782336347,,11,,1499216258,781028985,phone,,0,1,27.3857204,-82.5593486,-15.0,"[9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0]",1
1499216263811699716,,12,,1499216263,809856891,phone,,0,1,27.3857205,-82.5593484,-15.0,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216268747522573,,13,,1499216268,746258020,phone,,0,1,27.3857315,-82.5593474,-14.8000001907,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216273649090336,,14,,1499216273,647619009,phone,,0,1,27.3857543,-82.5593513,-14.6999998093,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216278756077832,,15,,1499216278,754753112,phone,,0,1,27.3857737,-82.5593509,-13.0,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216283766427760,,16,,1499216283,765116930,phone,,0,1,27.3858057,-82.5593458,-11.6000003815,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216288790213269,,17,,1499216288,788408994,phone,,0,1,27.3858395,-82.5593462,-11.1000003815,"[16.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0]",1
1499216293908142487,,18,,1499216293,907361984,phone,,0,1,27.3858701,-82.5593481,-10.3999996185,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216298559500450,,19,,1499216298,557743072,phone,,0,1,27.3859006,-82.5593496,-10.8000001907,"[9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0]",1
1499216303497573159,,20,,1499216303,495901107,phone,,0,1,27.3859206,-82.559352,-10.5,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216308731706617,,21,,1499216308,729891061,phone,,0,1,27.3859579,-82.559355,-12.0,"[15.210000991821289, 0.0, 0.0, 0.0, 15.210000991821289, 0.0, 0.0, 0.0, 0.0]",1
1499216313553807470,,22,,1499216313,552258968,phone,,0,1,27.3859913,-82.5593611,-12.8999996185,"[16.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0]",1
1499216318588752887,,23,,1499216318,587186098,phone,,0,1,27.3860149,-82.5593629,-13.5,"[16.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0]",1
1499216323503922508,,24,,1499216323,502531051,phone,,0,1,27.3860499,-82.5593609,-13.6999998093,"[16.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0]",1
1499216328448309193,,25,,1499216328,446984052,phone,,0,1,27.3860817,-82.5593541,-12.0,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216333460318392,,26,,1499216333,458636999,phone,,0,1,27.386118,-82.5593506,-11.6999998093,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216338802993745,,27,,1499216338,801439046,phone,,0,1,27.3861516,-82.5593584,-11.5,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216343765935606,,28,,1499216343,764811038,phone,,0,1,27.3861822,-82.5593635,-11.1999998093,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216348666377326,,29,,1499216348,664608955,phone,,0,1,27.3862147,-82.5593599,-11.8999996185,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216353535677023,,30,,1499216353,533561944,phone,,0,1,27.3862481,-82.5593571,-12.6000003815,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216358581010233,,31,,1499216358,578943014,phone,,0,1,27.3862823,-82.559361,-12.8000001907,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216363686711258,,32,,1499216363,685689926,phone,,0,1,27.3862955,-82.559368,-13.0,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216368754761817,,33,,1499216368,753015041,phone,,0,1,27.386299,-82.5593978,-12.8999996185,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216373783974922,,34,,1499216373,781760931,phone,,0,1,27.3862946,-82.55943,-12.6000003815,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216378747657909,,35,,1499216378,745882034,phone,,0,1,27.3862906,-82.5594635,-13.1000003815,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216383746166460,,36,,1499216383,744849920,phone,,0,1,27.3862819,-82.5594969,-12.5,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216388913123322,,37,,1499216388,911750078,phone,,0,1,27.3862772,-82.5595303,-12.8000001907,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216393793161926,,38,,1499216393,791724920,phone,,0,1,27.3862729,-82.5595346,-13.0,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216398743723248,,39,,1499216398,742398977,phone,,0,1,27.3862737,-82.5595329,-13.5,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216403722392991,,40,,1499216403,720755100,phone,,0,1,27.3862736,-82.5595337,-13.6999998093,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216408717152687,,41,,1499216408,715802907,phone,,0,1,27.3862647,-82.5595362,-13.5,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216413732011865,,42,,1499216413,730632066,phone,,0,1,27.3862257,-82.5595323,-13.1999998093,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216418737416683,,43,,1499216418,735740900,phone,,0,1,27.3861885,-82.5595179,-14.0,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216423604828378,,44,,1499216423,603189945,phone,,0,1,27.3861613,-82.5594984,-13.1000003815,"[100.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",1
1499216428532100960,,45,,1499216428,530751943,phone,,0,1,27.3861486,-82.559491,-13.5,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216433630634049,,46,,1499216433,628855943,phone,,0,1,27.3861501,-82.5594965,-13.8000001907,"[100.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",1
1499216438661964222,,47,,1499216438,660808086,phone,,0,1,27.3861219,-82.5594757,-14.8000001907,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216443738317647,,48,,1499216443,736284017,phone,,0,1,27.3861071,-82.5594797,-14.6999998093,"[100.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",1
1499216448736289354,,49,,1499216448,734828948,phone,,0,1,27.3860703,-82.5594856,-14.1999998093,"[100.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]",1
1499216453698240655,,50,,1499216453,696784973,phone,,0,1,27.3860259,-82.5594845,-14.1999998093,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
1499216458489455074,,51,,1499216458,488457918,phone,,0,1,27.3859876,-82.5594789,-13.8000001907,"[81.0, 0.0, 0.0, 0.0, 81.0, 0.0, 0.0, 0.0, 0.0]",1
